ID , Year, Month (r), Date      , Ticker       , Transation                  , Stock Proceeds, Units      , Balance Units, Cost  Unit Price, Total Cost (H*J), Balance Total Cost (prior + K), Avarage Price (K/H), B3 Unit Price, B3  Total Price  (I*N), 7        , 31       , 365      , YTD      , Instrument Type, Investment Broker , CNPJ              , IR       , Dollar Date, Total_(stocks + proceeds), Overall  % Var, Overall  %   YTD
198, 2022,        10, 07/10/2022, B3SA3        , DIVIDENDOS                  , "R$ 21,59"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
199, 2022,        10, 07/10/2022, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 35,75"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
200, 2022,        10, 07/10/2022, HSML11       , RENDIMENTOS                 , "R$ 56,44"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
201, 2022,        10, 17/10/2022, HGRU11       , RENDIMENTOS                 , "R$ 57,40"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
202, 2022,        10, 17/10/2022, KNRI11       , RENDIMENTOS                 , "R$ 54,60"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
203, 2022,        11, 08/11/2022, HSML11       , RENDIMENTOS                 , "R$ 56,44"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
204, 2022,        11, 16/11/2022, HGRU11       , RENDIMENTOS                 , "R$ 57,40"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
205, 2022,        11, 16/11/2022, KNRI11       , RENDIMENTOS                 , "R$ 54,60"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
206, 2022,        12, 07/12/2022, HSML11       , RENDIMENTOS                 , "R$ 56,44"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
207, 2022,        12, 14/12/2022, HGRU11       , RENDIMENTOS                 , "R$ 57,40"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
208, 2022,        12, 14/12/2022, KNRI11       , RENDIMENTOS                 , "R$ 54,60"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
209, 2022,        12, 27/12/2022, BVMF:SUZB3   , DIVIDENDOS                  , "R$ 479,20"   ,            , "267,00000"  , "R$ 41,52"      , "R$ 2.781,84"   , "R$ 11.085,84"                , "R$ 41,52"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 16.404.287/0001-55,          , NOT FOUND  ,                          ,               , 
210, 2022,        12, 29/12/2022, B3SA3        , DIVIDENDOS                  , "R$ 18,58"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
211, 2023,         1, 02/01/2023, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 16,17"    ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
212, 2023,         1, 06/01/2023, HSML11       , RENDIMENTOS                 , "R$ 58,10"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
213, 2023,         1, 06/01/2023, ITSA4        , FRAÇÕES DE AÇÕES            , "R$ 4,28"     ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
214, 2023,         1, 13/01/2023, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 41,77"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
215, 2023,         1, 13/01/2023, HGRU11       , RENDIMENTOS                 , "R$ 140,00"   ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
216, 2023,         1, 13/01/2023, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
217, 2023,         1, 25/01/2023, IRBR3        ,                             ,               , "-274,0000", "9,00000"    , "R$ 30,48"      , "R$ 121,92"     , "R$ 9.839,84"                 , "R$ 34,77"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Insurance      , Rico Investimentos, 33.376.989/0001-92,          , NOT FOUND  ,                          ,               , 
218, 2023,         2, 07/02/2023, HSML11       , RENDIMENTOS                 , "R$ 58,10"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
219, 2023,         2, 10/02/2023, BVMF:SUZB3   , Sell                        ,               , "-140,0000", "127,00000"  , "R$ 46,46"      , "-R$ 6.504,40"  , "R$ 4.581,44"                 , "R$ 36,07"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 16.404.287/0001-55,          , NOT FOUND  ,                          ,               , 
220, 2023,         2, 14/02/2023, HGRU11       , RENDIMENTOS                 , "R$ 57,40"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
221, 2023,         2, 14/02/2023, KNRI11       , RENDIMENTOS                 , "R$ 54,60"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
222, 2023,         2, 16/02/2023, ITSA4        , Sell                        ,               , "-727,0000", "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
